election,Cond committee,STV winners,RCV winners,prop get at least one STV,prop get at least one RCV,prop get all STV,prop get all RCV,parties STV,parties RCV,num parties STV,num parties RCV
aberdeenshire12-ballots/aberdeenshire12-01.blt,AB,AE,AB,0.793612534,0.653208798,0.159987948,0.463995179,"SNP, Con","SNP, SNP",2,1
aberdeenshire12-ballots/aberdeenshire12-15.blt,AE,BE,AE,0.714842735,0.727579932,0.304133091,0.249805043,"Con, SNP","Con, LD",2,2
sc-borders22/Ward_10___Preference.csv,DE,DE,DE,0.885050443,0.885050443,0.563436258,0.563436258,"Ind, Ind","Ind, Ind",2,2
sc-borders22/Ward_4___Preference.csv,AB,AB,AB,0.726728226,0.726728226,0.353880709,0.353880709,"Ind, Con","Ind, Con",2,2
sc-borders22/Ward_11___Preference.csv,CE,AE,CE,0.78456486,0.717898194,0.288998358,0.360591133,"Ind, Con","Ind, Ind",2,2
sc-borders22/Ward_5___Preference.csv,AD,BD,BD,0.720645161,0.720645161,0.297419355,0.297419355,"Ind, Con","Ind, Con",2,2
sc-borders22/Ward_9___Preference.csv,CF,BC,CF,0.80382093,0.575420587,0.080980895,0.422013117,"Con, SNP","Con, Con",2,1
sc-borders22/Ward_1___Tweeddale_West___Preferene.csv,AB,BF,BF,0.679229654,0.679229654,0.120107683,0.120107683,"SNP, LD","LD, SNP",2,2
sc-borders22/Ward_2___Tweeddale_East___Preference.csv,CG,CG,CG,0.690091931,0.690091931,0.123595506,0.123595506,"SNP, Ind","Ind, SNP",2,2
sc-borders22/Ward_8___Preference.csv,EG,EG,EG,0.822704082,0.822704082,0.18494898,0.18494898,"LD, Con","LD, Con",2,2
sc-borders22/Ward_7___Preference.csv,CD,CF,CD,0.733128834,0.481831052,0.054742803,0.356772062,"Con, SNP","Con, Con",2,1
sc-borders22/Ward_6__Preference.csv,BF,BE,BF,0.770943035,0.532312111,0.100765917,0.387266635,"SNP, Con","Con, Con",2,1
sc-borders22/Ward_3___Preferences.csv,EG,DG,EG,0.745885451,0.524687294,0.152512618,0.303269695,"SNP, Con","SNP, Grn",2,2
inverclyde17-ballots/inverclyde17-06.blt,DG,DG,DG,0.694824219,0.694824219,0.081298828,0.081298828,"SNP, LD","SNP, LD",2,2
inverclyde17-ballots/inverclyde17-07.blt,BH,BH,BH,0.753550296,0.753550296,0.14556213,0.14556213,"SNP, Lab","SNP, Lab",2,2
inverclyde17-ballots/inverclyde17-05.blt,AE,AD,AE,0.82371134,0.714845361,0.230103093,0.295876289,"Ind, SNP","Ind, Ind",2,2
inverclyde17-ballots/inverclyde17-04.blt,AC,AG,AC,0.693751209,0.445347263,0.047204488,0.278583865,"Lab, SNP","Lab, Lab",2,1
inverclyde17-ballots/inverclyde17-01.blt,CE,BE,CE,0.8,0.737782805,0.24638009,0.363348416,"Con, SNP","Con, Lab",2,2
inverclyde17-ballots/inverclyde17-03.blt,CD,CD,CD,0.871743487,0.871743487,0.11756847,0.11756847,"SNP, Lab","Lab, SNP",2,2
inverclyde17-ballots/inverclyde17-02.blt,CE,CE,CE,0.787533875,0.787533875,0.225745257,0.225745257,"SNP, Lab","Lab, SNP",2,2
orkney12-ballots/orkney12-05.blt,AE,AE,AE,0.829602888,0.829602888,0.252707581,0.252707581,"Ind, Ind","Ind, Ind",2,2
